Class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
warrior2,0.36359092593193054,0.16218021512031555,-0.1095203310251236,0.9999775886535645,0.3604593575000763,0.14175984263420105,-0.09616681188344955,0.9999610185623169,0.36062395572662354,0.14137783646583557,-0.09619812667369843,0.9999338388442993,0.3606511056423187,0.1408933401107788,-0.09616885334253311,0.9999513626098633,0.3575553894042969,0.14197760820388794,-0.10112714767456055,0.9999618530273438,0.35552898049354553,0.1418139636516571,-0.10109774768352509,0.9999402761459351,0.35276076197624207,0.14142516255378723,-0.10099904239177704,0.9999536275863647,0.35191598534584045,0.1491425633430481,-0.030473312363028526,0.999927282333374,0.3416641652584076,0.15160873532295227,-0.05406498163938522,0.9998526573181152,0.36299610137939453,0.18649393320083618,-0.08598537743091583,0.999935507774353,0.35804328322410583,0.18424248695373535,-0.09300792962312698,0.9999450445175171,0.37744781374931335,0.2676140069961548,-0.009344032034277916,0.9999274015426636,0.30737802386283875,0.26282593607902527,-0.03554956987500191,0.9998413324356079,0.4293275475502014,0.25313499569892883,-0.012813313864171505,0.9987688660621643,0.2600574791431427,0.2614305019378662,-0.057833313941955566,0.9974850416183472,0.4742823839187622,0.24510091543197632,-0.08312852680683136,0.9988327622413635,0.21505659818649292,0.2539973258972168,-0.1256835162639618,0.992241382598877,0.4895074963569641,0.23661163449287415,-0.09982027113437653,0.9957972764968872,0.1989983171224594,0.25387856364250183,-0.13815583288669586,0.9804006814956665,0.49125635623931885,0.23502570390701294,-0.12078727036714554,0.9963962435722351,0.19658149778842926,0.2545933425426483,-0.16445760428905487,0.9831288456916809,0.4849962592124939,0.24308833479881287,-0.0960349515080452,0.996588945388794,0.20258522033691406,0.25750598311424255,-0.1401379406452179,0.9835227131843567,0.3589760363101959,0.5940783023834229,0.010915691964328289,0.9995896220207214,0.3146418333053589,0.5874083042144775,-0.010926516726613045,0.9993584752082825,0.4317648708820343,0.6887602806091309,-0.08313014358282089,0.998532772064209,0.26586198806762695,0.7632395625114441,-0.05945298448204994,0.9972928166389465,0.4308410584926605,0.9187746047973633,0.011145755648612976,0.9942880272865295,0.2101273238658905,0.9264158010482788,-0.005025943275541067,0.9981687068939209,0.42268091440200806,0.9574386477470398,0.0171402208507061,0.9768283367156982,0.2052678018808365,0.9507825970649719,-0.002698806580156088,0.9707859754562378,0.45982009172439575,0.9747768044471741,-0.03430189564824104,0.9822745323181152,0.19640718400478363,0.9734185934066772,-0.0708756074309349,0.9902309775352478
warrior2,0.4421091675758362,0.28428366780281067,-0.14845189452171326,0.9999808073043823,0.45027801394462585,0.26982954144477844,-0.14618541300296783,0.9999593496322632,0.4531650245189667,0.270135760307312,-0.1462288349866867,0.9999480247497559,0.4563918113708496,0.2708267271518707,-0.14611519873142242,0.9999489784240723,0.44658100605010986,0.26920971274375916,-0.1268356293439865,0.9999382495880127,0.4466690123081207,0.26892387866973877,-0.12680058181285858,0.9999221563339233,0.4468885660171509,0.2685057818889618,-0.12674039602279663,0.9999058246612549,0.47165217995643616,0.28538137674331665,-0.12063219398260117,0.9999175071716309,0.4589719772338867,0.27913331985473633,-0.030143018811941147,0.9998437166213989,0.44955775141716003,0.3065387010574341,-0.13970419764518738,0.9999035596847534,0.44457653164863586,0.3053126037120819,-0.1134117990732193,0.9997703433036804,0.5204414129257202,0.3925601840019226,-0.11518744379281998,0.9997968077659607,0.43317052721977234,0.386458158493042,0.0127888023853302,0.9996848106384277,0.5886905789375305,0.38172751665115356,-0.15021823346614838,0.9984625577926636,0.3582693040370941,0.37520885467529297,0.02104128897190094,0.9941813349723816,0.6507823467254639,0.36438077688217163,-0.22892560064792633,0.9951564073562622,0.29759037494659424,0.34907323122024536,-0.07152491062879562,0.9906232953071594,0.6729570627212524,0.3678686022758484,-0.24595914781093597,0.9840637445449829,0.27620887756347656,0.3485102355480194,-0.08677196502685547,0.9730403423309326,0.6755532026290894,0.3625728487968445,-0.2732347249984741,0.9850488305091858,0.27351534366607666,0.3435458242893219,-0.11652717739343643,0.9771915674209595,0.6665886044502258,0.36435872316360474,-0.24475827813148499,0.9844675064086914,0.2806813716888428,0.3451327979564667,-0.09151333570480347,0.9798631072044373,0.5048204660415649,0.6404286026954651,-0.04914487898349762,0.9988564252853394,0.45351576805114746,0.6384459137916565,0.0489751361310482,0.9989966750144958,0.5820478200912476,0.7663163542747498,-0.11113735288381577,0.9936718940734863,0.3527451157569885,0.6835179328918457,-0.058551058173179626,0.9930167198181152,0.6716793179512024,0.8801876902580261,-0.03041956201195717,0.9865199327468872,0.34232959151268005,0.8676639199256897,0.034135568886995316,0.9938421249389648,0.6789218187332153,0.8972371220588684,-0.027630897238850594,0.9242116808891296,0.3496144115924835,0.9054911732673645,0.03793027251958847,0.9903637766838074,0.6866143345832825,0.9346922636032104,-0.1311417818069458,0.9736081957817078,0.2938057780265808,0.9066331386566162,-0.036437492817640305,0.9831646084785461
warrior2,0.4472842514514923,0.36499935388565063,-0.23347705602645874,0.9999903440475464,0.4535467326641083,0.3474801182746887,-0.22006042301654816,0.9999853372573853,0.4573047459125519,0.34643077850341797,-0.22012361884117126,0.9999682903289795,0.46121326088905334,0.3453298807144165,-0.21997450292110443,0.9999792575836182,0.445582777261734,0.35006359219551086,-0.2092786580324173,0.9999853372573853,0.4433073401451111,0.35065051913261414,-0.20929735898971558,0.9999692440032959,0.44120892882347107,0.3511839509010315,-0.20923756062984467,0.9999779462814331,0.4765540361404419,0.3493013083934784,-0.13737082481384277,0.9999496936798096,0.4495936632156372,0.35572609305381775,-0.08531902730464935,0.9999467134475708,0.45816242694854736,0.3817884624004364,-0.20323094725608826,0.9999514818191528,0.44796323776245117,0.3842167556285858,-0.18781590461730957,0.9999302625656128,0.5368065237998962,0.4392496347427368,-0.09491941332817078,0.9997261166572571,0.43080979585647583,0.4416464567184448,-0.03884992003440857,0.9998714923858643,0.6284070611000061,0.426721453666687,-0.12472023814916611,0.9958269000053406,0.3354538083076477,0.41733255982398987,-0.06922242045402527,0.9955512285232544,0.6977702379226685,0.4149690270423889,-0.20747160911560059,0.9835748672485352,0.25301116704940796,0.4033949077129364,-0.1941089928150177,0.9880741238594055,0.7229345440864563,0.41279205679893494,-0.2238946110010147,0.9473007917404175,0.22407570481300354,0.39956173300743103,-0.21918655931949615,0.9651693105697632,0.7247251868247986,0.4103834927082062,-0.2511722445487976,0.9530394077301025,0.22153154015541077,0.39873459935188293,-0.25144630670547485,0.9691076278686523,0.7155721187591553,0.41608092188835144,-0.22436195611953735,0.9578996896743774,0.23172056674957275,0.40238282084465027,-0.2168765664100647,0.9730058908462524,0.5413422584533691,0.6862196922302246,-0.033107008785009384,0.9983332753181458,0.47652822732925415,0.6886911392211914,0.03308447450399399,0.9994458556175232,0.6379157304763794,0.7774702906608582,-0.02409839816391468,0.990623414516449,0.3596802055835724,0.7173634171485901,-0.15575049817562103,0.9977173805236816,0.7403419017791748,0.8642578721046448,0.11534202843904495,0.9841614961624146,0.3436695337295532,0.90900719165802,-0.07665322721004486,0.9971099495887756,0.7440024018287659,0.8847708702087402,0.12295908480882645,0.9172001481056213,0.35898804664611816,0.9383752942085266,-0.07438159734010696,0.9909996390342712,0.7592795491218567,0.8992844820022583,0.01985057257115841,0.964857816696167,0.28878045082092285,0.9548177123069763,-0.1726779043674469,0.9900679588317871
warrior2,0.4465966522693634,0.17167282104492188,-0.28339406847953796,0.999977707862854,0.45848870277404785,0.15208879113197327,-0.2843931019306183,0.9999372959136963,0.46208950877189636,0.15189775824546814,-0.28444620966911316,0.9999405145645142,0.46651196479797363,0.15180349349975586,-0.28427854180336,0.9999253749847412,0.4544652998447418,0.15159139037132263,-0.25564807653427124,0.9999188184738159,0.4551311731338501,0.1509283483028412,-0.2555990219116211,0.9999173879623413,0.4560184180736542,0.15017220377922058,-0.25550782680511475,0.9998824596405029,0.48899325728416443,0.16450047492980957,-0.25600817799568176,0.9999057054519653,0.47334426641464233,0.161618173122406,-0.11830447614192963,0.999832034111023,0.45708686113357544,0.19653111696243286,-0.27292343974113464,0.9998487234115601,0.45098668336868286,0.1963411569595337,-0.23284105956554413,0.9997105002403259,0.553999125957489,0.2931273877620697,-0.23394913971424103,0.9997771382331848,0.42339828610420227,0.2889555096626282,-0.057921696454286575,0.9996548891067505,0.6738396286964417,0.26547420024871826,-0.2898766100406647,0.9987208247184753,0.30649906396865845,0.24476861953735352,-0.05256527289748192,0.9936699271202087,0.7791846394538879,0.2527182996273041,-0.38842517137527466,0.9958510398864746,0.2101244330406189,0.2099044919013977,-0.20028406381607056,0.9889050722122192,0.8081408739089966,0.2543713450431824,-0.4154343605041504,0.9865928292274475,0.17892712354660034,0.1967039704322815,-0.22780518233776093,0.9698029160499573,0.8104816675186157,0.24704831838607788,-0.46093282103538513,0.9870907068252563,0.17526516318321228,0.1903350055217743,-0.275118887424469,0.9752987623214722,0.7993327379226685,0.2487632930278778,-0.41460633277893066,0.9871091842651367,0.1863420605659485,0.19674542546272278,-0.23195457458496094,0.9789344668388367,0.5323436856269836,0.605430543422699,-0.0744277611374855,0.998944103717804,0.45040395855903625,0.5978870391845703,0.07419979572296143,0.9994785189628601,0.6551520824432373,0.7437983751296997,-0.13047105073928833,0.9970195889472961,0.30954113602638245,0.6244149208068848,-0.11901673674583435,0.9968153834342957,0.7713814973831177,0.8862823247909546,0.02055400423705578,0.9913682341575623,0.28317731618881226,0.8683116436004639,0.0017085206927731633,0.9976953864097595,0.7817023396492004,0.9010252952575684,0.02711397036910057,0.9309475421905518,0.3000338673591614,0.9124165177345276,0.00521355215460062,0.9948931932449341,0.7925060391426086,0.9510743021965027,-0.1360493302345276,0.9832834005355835,0.20904949307441711,0.9160383939743042,-0.1236736848950386,0.9931020736694336
warrior2,0.44080308079719543,0.20889028906822205,-0.5744237303733826,0.9999773502349854,0.4606839418411255,0.17935776710510254,-0.554091215133667,0.9999139308929443,0.47115710377693176,0.1790025234222412,-0.5542040467262268,0.9998996257781982,0.48191380500793457,0.17947807908058167,-0.554020881652832,0.9998852014541626,0.43992865085601807,0.17919287085533142,-0.531603991985321,0.9999123811721802,0.43453168869018555,0.17826363444328308,-0.5315803289413452,0.9998853206634521,0.4285529851913452,0.17733357846736908,-0.5314226746559143,0.9998563528060913,0.5213098526000977,0.19356849789619446,-0.3938019573688507,0.9998248219490051,0.4508506953716278,0.1885768473148346,-0.2839377820491791,0.9997583031654358,0.4650864899158478,0.23516696691513062,-0.5117585062980652,0.9997760653495789,0.4397324025630951,0.23416438698768616,-0.4797944724559784,0.999605119228363,0.6004255414009094,0.29496556520462036,-0.2752765715122223,0.9988968372344971,0.4308645725250244,0.29064369201660156,-0.14285434782505035,0.9991592168807983,0.7399609088897705,0.2781399190425873,-0.28725504875183105,0.9925004839897156,0.2941019535064697,0.2844906449317932,-0.11474722623825073,0.9837892651557922,0.8569866418838501,0.2527582347393036,-0.38791441917419434,0.9746758341789246,0.16085600852966309,0.26468032598495483,-0.31529104709625244,0.9707274436950684,0.9023162126541138,0.24397942423820496,-0.4157245457172394,0.9256910681724548,0.1108601987361908,0.2633749544620514,-0.35779285430908203,0.9245503544807434,0.9098509550094604,0.23875069618225098,-0.4787027835845947,0.938103437423706,0.10514140129089355,0.26131489872932434,-0.42621198296546936,0.9344013929367065,0.8930102586746216,0.2461385726928711,-0.42283275723457336,0.9464850425720215,0.12338560819625854,0.26491591334342957,-0.35847827792167664,0.9475917220115662,0.6003743410110474,0.5889744162559509,-0.06089042127132416,0.9979943037033081,0.47483187913894653,0.5827174186706543,0.0610266737639904,0.9993771910667419,0.7096856236457825,0.7099737524986267,-0.2281024158000946,0.9925077557563782,0.33656391501426697,0.6533001661300659,-0.39594393968582153,0.9983408451080322,0.8137437105178833,0.8393374681472778,0.15816909074783325,0.9874370098114014,0.3798998296260834,0.8578999042510986,-0.043637942522764206,0.9966663718223572,0.8112198114395142,0.8609933853149414,0.1819523721933365,0.8732208013534546,0.4124143421649933,0.8910729885101318,-0.021243678405880928,0.986652135848999,0.8434205055236816,0.9098671674728394,-0.05263301730155945,0.9683110117912292,0.2843673527240753,0.917320728302002,-0.22252129018306732,0.9910100698471069
warrior2,0.5638216733932495,0.2386973798274994,-0.38601410388946533,0.9999632835388184,0.5583783388137817,0.21990275382995605,-0.3497788906097412,0.9999374151229858,0.5593962669372559,0.21992596983909607,-0.3499112129211426,0.9999028444290161,0.5602423548698425,0.21998023986816406,-0.34986549615859985,0.9999046325683594,0.5475144386291504,0.21904736757278442,-0.36801964044570923,0.9999374151229858,0.5407716631889343,0.21888387203216553,-0.3679707646369934,0.9999147653579712,0.534396231174469,0.21900686621665955,-0.36780986189842224,0.9999197721481323,0.5362569093704224,0.22855117917060852,-0.17492352426052094,0.9998807907104492,0.5017706751823425,0.2276211678981781,-0.2592196464538574,0.9997884631156921,0.5589650869369507,0.26226556301116943,-0.32393646240234375,0.9998724460601807,0.5439969301223755,0.261578768491745,-0.3489750623703003,0.999862790107727,0.5936005115509033,0.3425278067588806,-0.13285484910011292,0.9997596144676208,0.3884965777397156,0.3370154798030853,-0.20883916318416595,0.9996792078018188,0.7444663643836975,0.325531542301178,-0.17537687718868256,0.9944230914115906,0.23387548327445984,0.33590811491012573,-0.27934756875038147,0.9950565099716187,0.8821452856063843,0.3024788200855255,-0.3371615409851074,0.9889560341835022,0.09740445017814636,0.32690900564193726,-0.41850125789642334,0.9674800038337708,0.9181106090545654,0.2962508201599121,-0.36742883920669556,0.9669797420501709,0.05376043915748596,0.31644055247306824,-0.4380345046520233,0.9271167516708374,0.9237594604492188,0.29243630170822144,-0.42096173763275146,0.9710599184036255,0.04911348223686218,0.31241539120674133,-0.5059137344360352,0.9369896650314331,0.9083727598190308,0.2968493402004242,-0.36944133043289185,0.9775128960609436,0.06717035174369812,0.31912851333618164,-0.45538973808288574,0.9448486566543579,0.5201080441474915,0.6201247572898865,0.026328345760703087,0.9996501207351685,0.3993610739707947,0.6217927932739258,-0.026653990149497986,0.9993762373924255,0.6934678554534912,0.6207192540168762,-0.417044997215271,0.9905375838279724,0.2299620509147644,0.7326525449752808,-0.04496242478489876,0.9832474589347839,0.7346446514129639,0.8226571083068848,-0.2539168894290924,0.969207227230072,0.06875735521316528,0.8360296487808228,0.15437915921211243,0.9901106953620911,0.7154446840286255,0.8587871789932251,-0.24167786538600922,0.9508267045021057,0.05283075571060181,0.852635383605957,0.16700492799282074,0.9268484711647034,0.8207536935806274,0.8718845844268799,-0.39579132199287415,0.9522190690040588,0.04396817088127136,0.8539422154426575,-0.0032657389529049397,0.9628241062164307
warrior2,0.5539581179618835,0.2232346534729004,-0.31455618143081665,0.9998700618743896,0.5475393533706665,0.20014777779579163,-0.2784029543399811,0.9997386336326599,0.5473252534866333,0.20016004145145416,-0.278493732213974,0.9996217489242554,0.5470244884490967,0.20034095644950867,-0.27840396761894226,0.9996564388275146,0.5393931269645691,0.19923287630081177,-0.3156970739364624,0.9997808337211609,0.5330494046211243,0.19857332110404968,-0.31561824679374695,0.9996947050094604,0.5260120034217834,0.19818508625030518,-0.3154241144657135,0.9997064471244812,0.5171576142311096,0.20456287264823914,-0.09548316895961761,0.9995645880699158,0.48807254433631897,0.20483484864234924,-0.2659912705421448,0.9994220733642578,0.5450944900512695,0.24199709296226501,-0.24585890769958496,0.9995119571685791,0.5325024127960205,0.24169215559959412,-0.2952519357204437,0.9995974898338318,0.5682647824287415,0.2988958954811096,0.01983417384326458,0.9998937845230103,0.39961132407188416,0.3144459128379822,-0.24369443953037262,0.9996508359909058,0.6726492047309875,0.32134130597114563,0.10599002987146378,0.993061363697052,0.2948437035083771,0.35883504152297974,-0.29713353514671326,0.9975478053092957,0.7871727347373962,0.3396104872226715,-0.05740925669670105,0.9961116909980774,0.19023531675338745,0.3967066705226898,-0.4180271625518799,0.9930398464202881,0.8254609107971191,0.3483458161354065,-0.08524579554796219,0.9865728616714478,0.15119478106498718,0.41243278980255127,-0.4589627683162689,0.9810032844543457,0.8297744989395142,0.3483157157897949,-0.15749672055244446,0.9894182085990906,0.1515575647354126,0.4156416058540344,-0.5223574042320251,0.9831626415252686,0.8144595623016357,0.348050594329834,-0.09701571613550186,0.990746259689331,0.16691771149635315,0.4143495559692383,-0.4511728286743164,0.9814401268959045,0.534045934677124,0.5546868443489075,0.08312319219112396,0.9994627833366394,0.42944270372390747,0.5525676012039185,-0.08290956914424896,0.9990035891532898,0.6602688431739807,0.6657718420028687,-0.0525331124663353,0.9924898743629456,0.34455516934394836,0.6958320140838623,-0.12757828831672668,0.9942581653594971,0.6583582162857056,0.8306048512458801,0.2264987826347351,0.9831074476242065,0.24473702907562256,0.8235569596290588,0.14198291301727295,0.9939782619476318,0.6417667269706726,0.8602476119995117,0.24463416635990143,0.9533374905586243,0.2337357997894287,0.8404256105422974,0.15928557515144348,0.912370502948761,0.7397186160087585,0.8703299760818481,0.10207613557577133,0.9669618606567383,0.23217685520648956,0.8909999132156372,-0.022217843681573868,0.9804885387420654
warrior2,0.6047189235687256,0.22736218571662903,0.02157360501587391,0.9997736811637878,0.5956218838691711,0.2077702283859253,0.017276497557759285,0.9999650716781616,0.5917777419090271,0.20643150806427002,0.017194392159581184,0.9998875856399536,0.5876680016517639,0.20483335852622986,0.01712934859097004,0.999969482421875,0.599597156047821,0.20894116163253784,-0.017715467140078545,0.9999771118164062,0.5987929701805115,0.20855176448822021,-0.017665551975369453,0.9999282360076904,0.5979498028755188,0.20796674489974976,-0.017726469784975052,0.9999803304672241,0.5648351311683655,0.21150106191635132,0.03778935223817825,0.9998791217803955,0.5796457529067993,0.21328997611999512,-0.12020774185657501,0.9999148845672607,0.5925976037979126,0.2466554343700409,0.03831476345658302,0.999789297580719,0.5961291790008545,0.24693416059017181,-0.008103802800178528,0.99989914894104,0.46773532032966614,0.33344775438308716,0.08172081410884857,0.9989462494850159,0.5940653085708618,0.3093147277832031,-0.1676473617553711,0.9998743534088135,0.3269071877002716,0.3565288186073303,0.06163085252046585,0.9975358247756958,0.7221609354019165,0.32290777564048767,-0.23562607169151306,0.9982117414474487,0.1873951256275177,0.3617129921913147,-0.018777145072817802,0.991310715675354,0.8175321221351624,0.2973093092441559,-0.16656696796417236,0.9563459753990173,0.14892873167991638,0.36456769704818726,-0.05953986570239067,0.9841232895851135,0.8527570366859436,0.2926962971687317,-0.19765745103359222,0.9113016128540039,0.14294859766960144,0.34993404150009155,-0.05385104566812515,0.9828790426254272,0.8541953563690186,0.2839343845844269,-0.16930055618286133,0.9061834216117859,0.15937012434005737,0.3532930612564087,-0.018033871427178383,0.9650960564613342,0.840944766998291,0.28790757060050964,-0.14814966917037964,0.852986752986908,0.5301199555397034,0.6156253814697266,0.10726775974035263,0.9983428716659546,0.6051602363586426,0.6080418825149536,-0.10805440694093704,0.9993973970413208,0.41215550899505615,0.7822954654693604,0.12003608793020248,0.9877849817276001,0.7722082138061523,0.6404125094413757,0.036327168345451355,0.9863001704216003,0.2520940899848938,0.922195315361023,0.18039286136627197,0.9828971028327942,0.7866635918617249,0.866229236125946,0.19654656946659088,0.9790093302726746,0.2246260941028595,0.946361780166626,0.19078053534030914,0.9878290891647339,0.7670844197273254,0.905626118183136,0.21547281742095947,0.9690369367599487,0.258565217256546,0.9442207217216492,0.16069228947162628,0.9713118076324463,0.8547459840774536,0.8779074549674988,0.19686071574687958,0.9550473690032959
warrior2,0.4708176851272583,0.370929479598999,-0.21608085930347443,0.9999874830245972,0.4860024154186249,0.3571898341178894,-0.2209017425775528,0.9999748468399048,0.49037596583366394,0.35708656907081604,-0.22093406319618225,0.9999594688415527,0.4954761266708374,0.35703375935554504,-0.22076314687728882,0.9999669790267944,0.4815676212310791,0.35702890157699585,-0.19334904849529266,0.9999674558639526,0.4826653003692627,0.3567601442337036,-0.19327208399772644,0.9999474287033081,0.48410505056381226,0.3564150631427765,-0.19320371747016907,0.9999512434005737,0.5233120918273926,0.3641776144504547,-0.19689682126045227,0.9999264478683472,0.5084081888198853,0.3619508147239685,-0.06532932072877884,0.9999277591705322,0.4819517433643341,0.3860759139060974,-0.2054518461227417,0.9999582767486572,0.4748474657535553,0.3857400417327881,-0.16726309061050415,0.9999139308929443,0.6023050546646118,0.4499416947364807,-0.15789830684661865,0.9998798370361328,0.4550502598285675,0.44753172993659973,-0.016660459339618683,0.9998893737792969,0.7246918678283691,0.4484986364841461,-0.20975430309772491,0.998053789138794,0.3374102711677551,0.4365057349205017,-0.017439112067222595,0.9950668811798096,0.8334366083145142,0.44153934717178345,-0.3261687755584717,0.9953332543373108,0.22745274007320404,0.42946362495422363,-0.16071270406246185,0.9931730628013611,0.865654468536377,0.4415070712566376,-0.3467760384082794,0.988184928894043,0.19790977239608765,0.4287084937095642,-0.18226073682308197,0.9838032722473145,0.8727154731750488,0.435935914516449,-0.39837950468063354,0.9890934228897095,0.19358184933662415,0.4240994453430176,-0.23296046257019043,0.9868430495262146,0.8575739860534668,0.43820104002952576,-0.3539169430732727,0.9886037111282349,0.20498409867286682,0.42574095726013184,-0.19169911742210388,0.9877600073814392,0.5735535621643066,0.6630164384841919,-0.06376032531261444,0.9985236525535583,0.48279204964637756,0.6626003384590149,0.06337153166532516,0.9990725517272949,0.7093058228492737,0.7612993717193604,-0.12949442863464355,0.9962485432624817,0.3248867392539978,0.6725958585739136,-0.10204911977052689,0.9966840147972107,0.8463791012763977,0.8480333685874939,-0.02343905344605446,0.9915198683738708,0.3087162673473358,0.841781497001648,0.0011584857711568475,0.9960291385650635,0.8577746152877808,0.8575324416160583,-0.018899761140346527,0.9432702660560608,0.32228097319602966,0.8713613748550415,0.005031036678701639,0.9919561147689819,0.8792611360549927,0.8849411010742188,-0.16257275640964508,0.9807450771331787,0.23735788464546204,0.8771937489509583,-0.10590077936649323,0.9862092137336731
warrior2,0.4800114333629608,0.24422714114189148,-0.31034132838249207,0.9998301267623901,0.4682321846485138,0.250523179769516,-0.27933087944984436,0.9998501539230347,0.4682161211967468,0.2512013912200928,-0.2793596386909485,0.9995564818382263,0.46810421347618103,0.25173109769821167,-0.2792598307132721,0.9997627139091492,0.4662165343761444,0.25316041707992554,-0.3143109083175659,0.9999279975891113,0.4649752378463745,0.25560832023620605,-0.3143300712108612,0.9998289346694946,0.4637617766857147,0.25781863927841187,-0.31423285603523254,0.9999076128005981,0.4674729108810425,0.271267294883728,-0.13001760840415955,0.9995100498199463,0.462573766708374,0.2787061929702759,-0.2906913757324219,0.9998214840888977,0.4909302890300751,0.2523239850997925,-0.25332602858543396,0.9995898604393005,0.48612096905708313,0.2569235563278198,-0.2998493015766144,0.9997718930244446,0.547478437423706,0.2937529683113098,-0.007428391370922327,0.9981364011764526,0.4658730924129486,0.3521953225135803,-0.34757351875305176,0.9995070695877075,0.601279079914093,0.20501317083835602,-0.04753869026899338,0.9667840003967285,0.41305798292160034,0.4407331049442291,-0.5228183269500732,0.9862502813339233,0.6484756469726562,0.11537352949380875,-0.19259344041347504,0.9797483086585999,0.44953057169914246,0.4138876795768738,-0.6954073309898376,0.9714668989181519,0.6616860628128052,0.08833874017000198,-0.22293750941753387,0.9580134153366089,0.45894408226013184,0.4091143012046814,-0.7525646090507507,0.947934091091156,0.6598209142684937,0.08194196224212646,-0.2447684407234192,0.9597693681716919,0.4606025516986847,0.39839157462120056,-0.7499024868011475,0.9447354078292847,0.6537073850631714,0.09327883273363113,-0.21401219069957733,0.9669303297996521,0.4599643051624298,0.3996374011039734,-0.6994853019714355,0.9241803884506226,0.5831299424171448,0.5191636681556702,0.09228145331144333,0.9998626708984375,0.5094310641288757,0.5220325589179993,-0.09227701276540756,0.9996782541275024,0.7170426845550537,0.5630985498428345,-0.08921916782855988,0.9976612329483032,0.38447192311286926,0.617292046546936,-0.14016970992088318,0.9980167150497437,0.7416808009147644,0.6934235692024231,0.19472122192382812,0.9976188540458679,0.2646988034248352,0.6931774020195007,0.1392585039138794,0.9988886713981628,0.7274920344352722,0.7164888381958008,0.21614423394203186,0.9922348260879517,0.25238949060440063,0.7024112939834595,0.16411158442497253,0.9883318543434143,0.8076318502426147,0.7242512106895447,0.09928888827562332,0.9923032522201538,0.23274071514606476,0.7333292961120605,0.03927567973732948,0.9958261251449585
